	Article	Match
1	Apache (disambiguation)	apache software foundation]], a non-profit corporation to support apache software
2	Apache (disambiguation)	apache software
3	Apache (disambiguation)	apache software projects ** [[apache http server]], web server software
4	Apache (disambiguation)	apache software
5	Apache (disambiguation)	apache http server]], web server software
0	Activiti (software)	apache license?</ref> | website = http://www.activiti.org }} '''activiti''' is an [[open source software
0	Apache OpenOffice	apache openoffice writer 4.0.0 | developer = [[apache software
1	Apache OpenOffice	apache software
2	Apache OpenOffice	apache openoffice 4.1 |first=rob |last=weir |work=apache openoffice blog |publisher=apache software
3	Apache OpenOffice	apache openoffice blog |publisher=apache software
4	Apache OpenOffice	apache software
5	Apache OpenOffice	apache software
6	Apache OpenOffice	apache openoffice''' ('''aoo''') is an [[open-source software
7	Apache OpenOffice	apache software
8	Apache OpenOffice	apache openoffice 4.0 review|url=http://www.techradar.com/reviews/pc-mac/software/business-and-finance-software
9	Apache OpenOffice	apache openoffice 4.0 review|url=http://www.techradar.com/reviews/pc-mac/software
10	Apache OpenOffice	apache software
11	Apache OpenOffice	apache incubator mailing list|publisher=apache software
12	Apache OpenOffice	apache software
13	Apache OpenOffice	apache software
14	Apache OpenOffice	apache: explaining ibm's document strategy|first=douglas|last=heintzman|publisher=ibm|work=ibm software
15	Apache OpenOffice	apache software
16	Apache OpenOffice	apache jira issue tracker|publisher=apache software
17	Apache OpenOffice	apache software
18	Apache OpenOffice	apache.org/foundation/entry/the_apache_software_foundation_announces35 |title=the apache software
19	Apache OpenOffice	apache.org/foundation/entry/the_apache_software
20	Apache OpenOffice	apache_software_foundation_announces35 |title=the apache software
21	Apache OpenOffice	apache_software
22	Apache OpenOffice	apache software foundation announces apache openoffice™ as a top-level project : the apache software
23	Apache OpenOffice	apache software
24	Apache OpenOffice	apache openoffice™ as a top-level project : the apache software
25	Apache OpenOffice	apache software
26	Apache OpenOffice	apache incubator|work=apache openoffice blog|first=rob|last=weir|publisher=apache software
27	Apache OpenOffice	apache openoffice blog|first=rob|last=weir|publisher=apache software
28	Apache OpenOffice	apache software
29	Apache OpenOffice	apache software
30	Apache OpenOffice	apache software
31	Apache OpenOffice	apache software
32	Apache OpenOffice	apache openoffice|first=rob|last=weir|work=apache openoffice blog|publisher=apache software
33	Apache OpenOffice	apache openoffice blog|publisher=apache software
34	Apache OpenOffice	apache software
35	Apache OpenOffice	apache openoffice 3.4 |publisher=apache software
36	Apache OpenOffice	apache software
37	Apache OpenOffice	apache openoffice 4.1 |publisher=apache software
38	Apache OpenOffice	apache software
39	Apache OpenOffice	apache openoffice project announces apache openoffice™ 3.4 |publisher=apache software
40	Apache OpenOffice	apache openoffice™ 3.4 |publisher=apache software
41	Apache OpenOffice	apache software
42	Apache OpenOffice	apache openoffice 3.4.1|first=rob|last=weir|work=apache openoffice blog |publisher=apache software
43	Apache OpenOffice	apache openoffice blog |publisher=apache software
44	Apache OpenOffice	apache software
45	Apache OpenOffice	apache openoffice 4.0.0 release notes|work=apache openoffice |publisher=apache software
46	Apache OpenOffice	apache openoffice |publisher=apache software
47	Apache OpenOffice	apache software
48	Apache OpenOffice	apache openoffice|publisher=apache software
49	Apache OpenOffice	apache software
50	Apache OpenOffice	apache openoffice|publisher=apache software
51	Apache OpenOffice	apache software
52	Apache OpenOffice	apache software
53	Apache OpenOffice	apache_openoffice_4_11|website=the apache openoffice blog|publisher=apache software
54	Apache OpenOffice	apache openoffice blog|publisher=apache software
55	Apache OpenOffice	apache software
56	Apache OpenOffice	apache.org/ooo/entry/announcing_apache_openoffice_4_12|publisher=apache software
57	Apache OpenOffice	apache_openoffice_4_12|publisher=apache software
58	Apache OpenOffice	apache software
59	Apache OpenOffice	apache open office blog|publisher=apache software
60	Apache OpenOffice	apache software
61	Apache OpenOffice	apache software
62	Apache OpenOffice	"apache openoffice users towards libreoffice ""for the sake of open source and free software"
63	Apache OpenOffice	apache基金会放弃openoffice|date=19 august 2015|language=chinese|trans_title=apache software
64	Apache OpenOffice	apache software
65	Apache OpenOffice	apache-openoffice-libreoffice|title=¿debería desaparecer apache openoffice en favor de libreoffice y el software
66	Apache OpenOffice	apache openoffice en favor de libreoffice y el software
67	Apache OpenOffice	apache openoffice disappear in favor of libreoffice and free software
68	Apache OpenOffice	apache openoffice development list|access-date=20 april 2017}}</ref> the [[apache software
69	Apache OpenOffice	apache software
70	Apache OpenOffice	apache openoffice, openoffice.org |publisher=apache software
71	Apache OpenOffice	apache software
72	Apache OpenOffice	apache openoffice blog|publisher=apache software
73	Apache OpenOffice	apache software
74	Apache OpenOffice	apache openoffice blog|publisher=apache software
75	Apache OpenOffice	apache software
76	Apache OpenOffice	apache openoffice wiki|publisher=apache software
77	Apache OpenOffice	apache software
78	Apache OpenOffice	apache.org/confluence/display/ooousers/aoo+4.1+release+notes|title=aoo 4.1 release notes|publisher=apache software
79	Apache OpenOffice	apache software
80	Apache OpenOffice	apache.org/mod_mbox/openoffice-users/201507.mbox/%3c55a5b20d.1030605%40apache.org%3e|publisher=apache software
81	Apache OpenOffice	apache.org%3e|publisher=apache software
82	Apache OpenOffice	apache software
83	Apache OpenOffice	apache openoffice|first=rob|last=weir|work=apache openoffice blog|publisher=apache software
84	Apache OpenOffice	apache openoffice blog|publisher=apache software
85	Apache OpenOffice	apache software
86	Apache OpenOffice	apache openoffice blog|publisher=apache software
87	Apache OpenOffice	apache software
88	Apache OpenOffice	apache.org mailing list|publisher=apache software
89	Apache OpenOffice	apache software
90	Apache OpenOffice	apache.org/foundation/records/minutes/2015/board_minutes_2015_01_21.txt|title= the apache software
91	Apache OpenOffice	apache software foundation board of directors meeting minutes january 21, 2015|publisher=apache software
92	Apache OpenOffice	apache software
93	Apache OpenOffice	apache software
94	Apache OpenOffice	apache.org/ooo/entry/over_200_million_downloads_of|publisher=the apache software
95	Apache OpenOffice	apache software
96	Apache OpenOffice	apache}} {{foss}} [[category:2012 software]] [[category:cross-platform free software
97	Apache OpenOffice	apache}} {{foss}} [[category:2012 software
98	Apache OpenOffice	apache license]] [[category:unix software]] [[category:free presentation software
99	Apache OpenOffice	apache license]] [[category:unix software
0	Apache Accumulo	apache software
1	Apache Accumulo	apache license]] 2.0 | website = {{url|//accumulo.apache.org}} }} '''apache accumulo''' is a computer software
2	Apache Accumulo	apache.org}} }} '''apache accumulo''' is a computer software
3	Apache Accumulo	apache accumulo''' is a computer software
4	Apache Accumulo	apache}} [[category:apache software foundation]] [[category:apache software
5	Apache Accumulo	apache}} [[category:apache software
6	Apache Accumulo	apache software foundation]] [[category:apache software
7	Apache Accumulo	apache software
8	Apache Accumulo	apache software
0	Apache Airavata	apache software
0	Apache TomEE	apache tomee | collapsible = yes | developer = [[apache software
1	Apache TomEE	apache software
2	Apache TomEE	apache-software
3	Apache TomEE	apache-tomee-certified-as-java-ee-6-web-profile-compatible-2011-10-04|title=the apache software
4	Apache TomEE	apache software
5	Apache TomEE	apache software
6	Apache TomEE	apache tomee|publisher=[[apache software
7	Apache TomEE	apache software
8	Apache TomEE	apache tomee java ee 6 web profile at javaone 2011] {{apache}} [[category:apache software
9	Apache TomEE	apache}} [[category:apache software
10	Apache TomEE	apache software foundation|tomee]] [[category:java enterprise platform]] [[category:free software
11	Apache TomEE	apache software
0	Andrew C. Oliver	apache poi]] project, and former member of the [[apache software
1	Andrew C. Oliver	apache software
0	Apache Chemistry	apache chemistry''' is a project of the [[apache software
1	Apache Chemistry	apache software
2	Apache Chemistry	apache.org]</ref> apache chemistry is becoming a top-level project(tlp) of the [[apache software
3	Apache Chemistry	apache chemistry is becoming a top-level project(tlp) of the [[apache software
4	Apache Chemistry	apache software
5	Apache Chemistry	apache projects when they begin life in the [[apache software
6	Apache Chemistry	apache software
7	Apache Chemistry	apache.org/objective-c/objectivecmis.html apache chemistry - objectivecmis] {{apache}} [[category:apache software
8	Apache Chemistry	apache chemistry - objectivecmis] {{apache}} [[category:apache software
9	Apache Chemistry	apache}} [[category:apache software
10	Apache Chemistry	apache software
0	Apache CloudStack	apache software
1	Apache CloudStack	apache.org}} }} '''cloudstack''' is an [[open source]] [[cloud computing]] software
2	Apache CloudStack	apache software
3	Apache CloudStack	apache software
4	Apache CloudStack	apache_cloudstack_4_0_0 | title=apache cloudstack 4.0.0-incubating released | work=apache software
5	Apache CloudStack	apache cloudstack 4.0.0-incubating released | work=apache software
6	Apache CloudStack	apache software
7	Apache CloudStack	apache incubator and became a [[list of apache software
8	Apache CloudStack	apache software
9	Apache CloudStack	apache.org/projects/cloudstack.html | title=cloudstack project incubation status | publisher=apache software
10	Apache CloudStack	apache software
11	Apache CloudStack	apache_cloudstack_4_0_2 | title=apache cloudstack 4.0.2 released | work=apache software
12	Apache CloudStack	apache cloudstack 4.0.2 released | work=apache software
13	Apache CloudStack	apache software
14	Apache CloudStack	apache wiki}}</ref> {{div col|colwidth=10em|rules=yes|gap=2em|small=yes}} *[[asg software
15	Apache CloudStack	apache}} [[category:cloud platforms]] [[category:free software
0	Apache Drill	apache drill | developer = [[apache software
1	Apache Drill	apache software
2	Apache Drill	apache.org}} }} '''apache drill''' is an [[open source|open-source]] [[software
3	Apache Drill	apache drill''' is an [[open source|open-source]] [[software
4	Apache Drill	apache top-level project.<ref>{{cite web|title=the apache software
5	Apache Drill	apache software
6	Apache Drill	apache™ drill™ as a top-level project|url=https://blogs.apache.org/foundation/entry/the_apache_software
7	Apache Drill	apache.org/foundation/entry/the_apache_software
8	Apache Drill	apache_software
9	Apache Drill	apache.org/faq/|website = drill.apache.org|accessdate = 2015-12-29}}</ref> ==see also== {{portal|free software
10	Apache Drill	apache.org|accessdate = 2015-12-29}}</ref> ==see also== {{portal|free software
11	Apache Drill	apache drill] {{apache}} [[category:sql]] [[category:free system software
12	Apache Drill	apache}} [[category:sql]] [[category:free system software
0	Aerospike database	apache license]] version 2.0 for its aerospike client software
0	Apache Giraph	apache giraph | logo = | screenshot = | caption = | collapsible = yes | developer = [[apache software
1	Apache Giraph	apache software
2	Apache Giraph	apache 2.0 licence]] | website = {{url|http://giraph.apache.org}} }} '''apache giraph''' is an [[apache software
3	Apache Giraph	apache.org}} }} '''apache giraph''' is an [[apache software
4	Apache Giraph	apache giraph''' is an [[apache software
5	Apache Giraph	apache software
6	Apache Giraph	apache.org/}} {{apache}} [[category:apache software
7	Apache Giraph	apache}} [[category:apache software
8	Apache Giraph	apache software foundation|giraph]] [[category:hadoop]] [[category:data mining and machine learning software
9	Apache Giraph	apache software
0	Apache Attic	apache attic''' is a project of [[apache software
1	Apache Attic	apache software
2	Apache Attic	apache avalon|avalon]]: apache avalon was a computer software
3	Apache Attic	apache avalon was a computer software
4	Apache Attic	apache hivemind|hivemind]]: apache hivemind was a top level software
5	Apache Attic	apache hivemind was a top level software
6	Apache Attic	apache.org/ home page] {{apache}} [[category:apache software
7	Apache Attic	apache}} [[category:apache software
8	Apache Attic	apache software
0	Apache Stanbol	apache stanbol | logo = [[file:apache stanbol - logo.png]] | developer = [[apache software
1	Apache Stanbol	apache stanbol - logo.png]] | developer = [[apache software
2	Apache Stanbol	apache software
3	Apache Stanbol	apache.org/}} }} '''apache stanbol''' is an open source modular software
4	Apache Stanbol	apache stanbol''' is an open source modular software
5	Apache Stanbol	apache stanbol project as part of the incubation program of the [[apache software
6	Apache Stanbol	apache software
7	Apache Stanbol	apache stanbol entityhub. from that moment apache stanbol was developed as an open source software
8	Apache Stanbol	apache stanbol was developed as an open source software
9	Apache Stanbol	apache stanbol had demonstrated that it has an active community and is able to produce software
10	Apache Stanbol	apache stanbol] {{apache}} {{defaultsort:apache stanbol}} [[category:apache software
11	Apache Stanbol	apache}} {{defaultsort:apache stanbol}} [[category:apache software
12	Apache Stanbol	apache stanbol}} [[category:apache software foundation|stanbol]] [[category:cross-platform software
13	Apache Stanbol	apache stanbol}} [[category:apache software
14	Apache Stanbol	apache software foundation|stanbol]] [[category:cross-platform software]] [[category:free software
15	Apache Stanbol	apache software foundation|stanbol]] [[category:cross-platform software
16	Apache Stanbol	apache software
0	Apache Bloodhound	apache software
1	Apache Bloodhound	apache bloodhound''' is an [[open source]] web-based [[project management software
2	Apache Bloodhound	apache software
3	Apache Bloodhound	apache software
4	Apache Bloodhound	apache software
5	Apache Bloodhound	apache.org/projects/bloodhound.html|publisher=apache software
6	Apache Bloodhound	apache software
7	Apache Bloodhound	apache software license]].{{citation needed|date=december 2014}} == features == the software
8	Apache Bloodhound	apache software
9	Apache Bloodhound	apache allura]] * [[kallithea (software
10	Apache Bloodhound	apache.org}} {{apache}} {{bug tracking systems}} {{wiki software}} [[category:free project management software
11	Apache Bloodhound	apache.org}} {{apache}} {{bug tracking systems}} {{wiki software
12	Apache Bloodhound	apache}} {{bug tracking systems}} {{wiki software}} [[category:free project management software
13	Apache Bloodhound	apache}} {{bug tracking systems}} {{wiki software
0	Android Studio	apache license]] [[category:free integrated development environments]] [[category:google software
0	Apache Gora	apache gora | logo = | screenshot = | caption = | collapsible = | developer = [[apache software
1	Apache Gora	apache software
2	Apache Gora	apache license]] 2.0 | website = {{url|https://gora.apache.org}} }} the '''apache gora''' [[open-source software
3	Apache Gora	apache.org}} }} the '''apache gora''' [[open-source software|open-source]] [[software
4	Apache Gora	apache.org}} }} the '''apache gora''' [[open-source software
5	Apache Gora	apache gora''' [[open-source software|open-source]] [[software
6	Apache Gora	apache gora''' [[open-source software
7	Apache Gora	apache hbase]] * [[apache solr]] * [[mongodb]] ==references== {{reflist}} {{apache}} [[category:apache software
8	Apache Gora	apache solr]] * [[mongodb]] ==references== {{reflist}} {{apache}} [[category:apache software
9	Apache Gora	apache}} [[category:apache software foundation projects|gora]] [[category:software
10	Apache Gora	apache}} [[category:apache software
11	Apache Gora	apache software foundation projects|gora]] [[category:software
12	Apache Gora	apache software
0	Apache Flume	apache software foundation projects]] == references == {{portal|java|free software
1	Apache Flume	apache software
2	Apache Flume	apache}} [[category:data mining and machine learning software]] [[category:apache software
3	Apache Flume	apache}} [[category:data mining and machine learning software
4	Apache Flume	apache software foundation projects|flume]] [[category:free software
5	Apache Flume	apache software
0	Apache Allura	apache license 2.0]] | website = {{official url}} }} ''' apache allura''' is an [[open-source]] [[forge (software
1	Apache Allura	apache allura''' is an [[open-source]] [[forge (software)|forge]] software
2	Apache Allura	apache allura''' is an [[open-source]] [[forge (software
3	Apache Allura	apache allura is more than just for software |url=https://jaxenter.com/apache-allura-more-than-just-for-software
4	Apache Allura	apache allura is more than just for software
5	Apache Allura	apache-allura-more-than-just-for-software
6	Apache Allura	apache incubator|incubation]] with the [[apache software
7	Apache Allura	apache software
8	Apache Allura	apache software
9	Apache Allura	apache bloodhound|bloodhound]] * [[kallithea (software
10	Apache Allura	apache.org/p/allura/ allura on apache] *{{sourceforge|allura}} {{bug tracking systems}} {{wiki software
11	Apache Allura	apache] *{{sourceforge|allura}} {{bug tracking systems}} {{wiki software
0	Apache Kafka	apache kafka.png]] | developer = apache software
1	Apache Kafka	apache software
2	Apache Kafka	apache software
3	Apache Kafka	apache}} [[category:enterprise application integration]] [[category:free software]] [[category:free software
4	Apache Kafka	apache}} [[category:enterprise application integration]] [[category:free software
0	Apache Marmotta	apache marmotta]] | screenshot = | caption = | author = | developer = [[apache software
1	Apache Marmotta	apache software
2	Apache Marmotta	"apache marmotta]</ref> in december 2013, it has been nominated as ""one of the [[apache software"
3	Apache Marmotta	apache software
4	Apache Marmotta	apache-tm-marmotta-tm.html|publisher=the apache software
5	Apache Marmotta	apache software
6	Apache Marmotta	apache.org/foundation/entry/the_asf_asks_have_you2|publisher=the apache software
7	Apache Marmotta	apache software
8	Apache Marmotta	apache marmotta === * on november 16, 2012 it is proposed to the [[apache software
9	Apache Marmotta	apache software
10	Apache Marmotta	apache software
11	Apache Marmotta	apache software
12	Apache Marmotta	apache marmotta on the w3c] {{apache}} {{defaultsort:apache marmotta}} [[category:apache software
13	Apache Marmotta	apache}} {{defaultsort:apache marmotta}} [[category:apache software
14	Apache Marmotta	apache marmotta}} [[category:apache software foundation|marmotta]] [[category:cross-platform software
15	Apache Marmotta	apache marmotta}} [[category:apache software
16	Apache Marmotta	apache software foundation|marmotta]] [[category:cross-platform software]] [[category:free software
17	Apache Marmotta	apache software foundation|marmotta]] [[category:cross-platform software
18	Apache Marmotta	apache software
0	Apache Struts 2	apache struts 2|apache struts 1}} {{infobox software
1	Apache Struts 2	apache struts 1}} {{infobox software
2	Apache Struts 2	apache struts 2 | logo = [[file:struts logo.gif|frameless|apache struts logo]] | developer = [[apache software
3	Apache Struts 2	apache struts logo]] | developer = [[apache software
4	Apache Struts 2	apache software
5	Apache Struts 2	apache.org/}} {{web frameworks}} {{apache}} [[category:apache software
6	Apache Struts 2	apache}} [[category:apache software foundation|struts 2]] [[category:cross-platform free software
7	Apache Struts 2	apache}} [[category:apache software
8	Apache Struts 2	apache software foundation|struts 2]] [[category:cross-platform free software]] [[category:free software
9	Apache Struts 2	apache software foundation|struts 2]] [[category:cross-platform free software
10	Apache Struts 2	apache software
0	ApacheCon	apachecon''' is a conference about [[open source software|open source software]] run by the [[apache software
1	ApacheCon	apachecon''' is a conference about [[open source software|open source software
2	ApacheCon	apachecon''' is a conference about [[open source software
3	ApacheCon	apache software
4	ApacheCon	apachecon-north-america/program/about apachecon north america: about]</ref> ==see also== * [[list of free-software
5	ApacheCon	apachecon north america: about]</ref> ==see also== * [[list of free-software
6	ApacheCon	apache software foundation]] [[category:free-software
7	ApacheCon	apache software
0	Apache Spark	apache software
1	Apache Spark	apache.org}} }} '''apache spark''' is an [[open-source software
2	Apache Spark	apache spark''' is an [[open-source software|open-source]] [[distributed computing|cluster-computing]] [[software
3	Apache Spark	apache spark''' is an [[open-source software
4	Apache Spark	apache software
5	Apache Spark	apache software
6	Apache Spark	apache software
7	Apache Spark	apache license|apache 2.0]]. in february 2014, spark became a [[apache software
8	Apache Spark	apache 2.0]]. in february 2014, spark became a [[apache software
9	Apache Spark	apache software
10	Apache Spark	apache project]].<ref>{{cite web |url=https://blogs.apache.org/foundation/entry/the_apache_software
11	Apache Spark	apache.org/foundation/entry/the_apache_software_foundation_announces50 |title=the apache software
12	Apache Spark	apache.org/foundation/entry/the_apache_software
13	Apache Spark	apache_software_foundation_announces50 |title=the apache software
14	Apache Spark	apache_software
15	Apache Spark	apache software
16	Apache Spark	apache.org |publisher=apache software
17	Apache Spark	apache software
18	Apache Spark	apache software foundation<ref>{{cite web |url=https://blogs.apache.org/foundation/entry/the_apache_software
19	Apache Spark	apache software
20	Apache Spark	apache.org/foundation/entry/the_apache_software_foundation_announces50 |title=the apache software
21	Apache Spark	apache.org/foundation/entry/the_apache_software
22	Apache Spark	apache_software_foundation_announces50 |title=the apache software
23	Apache Spark	apache_software
24	Apache Spark	apache software
25	Apache Spark	apache.org |publisher=apache software
26	Apache Spark	apache software
27	Apache Spark	apache}} {{parallel computing}} {{defaultsort:spark}} [[category:apache software
28	Apache Spark	apache software
0	Android Wear	apache software license, 2.0.&nbsp;... why apache software
1	Android Wear	apache software
2	Android Wear	apache software license?&nbsp;... for userspace (that is, non-kernel) software
3	Android Wear	apache software
0	Apache Samza	apache samza|samba (software)}} {{refimprove|date=january 2017}} {{infobox software
1	Apache Samza	apache samza|samba (software
2	Apache Samza	apache samza | logo = file:samza logo.png | caption = logo of samza | developer = apache software
3	Apache Samza	apache software
4	Apache Samza	apache software
5	Apache Samza	apache spark]] * [[apache hadoop]] * [[druid (open-source data store)]] * [[list of apache software
6	Apache Samza	apache hadoop]] * [[druid (open-source data store)]] * [[list of apache software
7	Apache Samza	apache software
8	Apache Samza	apache}} [[category:apache software foundation|samza]] [[category:apache software
9	Apache Samza	apache}} [[category:apache software
10	Apache Samza	apache software foundation|samza]] [[category:apache software
11	Apache Samza	apache software
12	Apache Samza	apache software foundation projects|samza]] [[category:java platform]] [[category:free software
13	Apache Samza	apache software
14	Apache Samza	apache license]] [[category:free software
0	Apache PDFBox	apache software
1	Apache PDFBox	apache.org }} '''apache pdfbox''' is an open source pure-[[java (software
2	Apache PDFBox	apache pdfbox''' is an open source pure-[[java (software
3	Apache PDFBox	apachecon 2010 by andreas lehmkühler, pmc chair] {{apache}} [[category:apache software
4	Apache PDFBox	apache}} [[category:apache software foundation|pdfbox]] [[category:java platform]] [[category:free pdf software
5	Apache PDFBox	apache}} [[category:apache software
6	Apache PDFBox	apache software foundation|pdfbox]] [[category:java platform]] [[category:free pdf software
7	Apache PDFBox	apache software
0	Apache Trafodion	apache software
1	Apache Trafodion	apache trafodion''' is an [[open source|open-source]] project incubating at the [[apache software
2	Apache Trafodion	apache software
3	Apache Trafodion	apache software foundation ]] [[category:apache software
4	Apache Trafodion	apache software
5	Apache Trafodion	apache software
0	Apache Phoenix	apache phoenix logo]] | screenshot = | caption = | developer = [[apache software
1	Apache Phoenix	apache software
2	Apache Phoenix	apache.org/}} }} '''apache phoenix''' is an [[open-source software
3	Apache Phoenix	apache phoenix''' is an [[open-source software
4	Apache Phoenix	"apache hbase""], ''[http://www.infoq.com/ infoq]'', 31 january 2013.</ref> and became a top-level [[apache software"
5	Apache Phoenix	apache software
6	Apache Phoenix	apache.org/phoenix/ official apache phoenix blog] {{apache}} [[category:free software]] [[category:apache software
7	Apache Phoenix	apache.org/phoenix/ official apache phoenix blog] {{apache}} [[category:free software
8	Apache Phoenix	apache phoenix blog] {{apache}} [[category:free software]] [[category:apache software
9	Apache Phoenix	apache phoenix blog] {{apache}} [[category:free software
10	Apache Phoenix	apache}} [[category:free software]] [[category:apache software
11	Apache Phoenix	apache}} [[category:free software
12	Apache Phoenix	apache software
0	Aiyara cluster	apache hadoop]]. like beowulf, an aiyara cluster does not define a particular software
0	ActiveJPA	apache license|apache license 2.0]] }} {{portal|free software|java}} '''activejpa''' is an [[open-source software
1	ActiveJPA	apache license|apache license 2.0]] }} {{portal|free software
2	ActiveJPA	apache license 2.0]] }} {{portal|free software|java}} '''activejpa''' is an [[open-source software
3	ActiveJPA	apache license 2.0]] }} {{portal|free software
0	Apache Mesos	apache mesos | logo = apache-mesos-logo.jpg | screenshot = | caption = | developer = [[apache software
1	Apache Mesos	apache-mesos-logo.jpg | screenshot = | caption = | developer = [[apache software
2	Apache Mesos	apache software
3	Apache Mesos	apache software foundation]] announced version 1.<ref>{{cite news |title= the apache software
4	Apache Mesos	apache software
5	Apache Mesos	apache software
6	Apache Mesos	apache.org/foundation/entry/the_apache_software
7	Apache Mesos	apache_software
8	Apache Mesos	apache-mesos open source datacenter computing with apache mesos] {{linux containers}} [[category:apache software
9	Apache Mesos	apache mesos] {{linux containers}} [[category:apache software
10	Apache Mesos	apache software foundation projects|mesos]] [[category:apache software
11	Apache Mesos	apache software
12	Apache Mesos	apache software foundation|mesos]] [[category:cloud infrastructure]] [[category:free software
13	Apache Mesos	apache software
0	Apache Flink	apache flink | logo = [[file:apache_flink_logo.png]] | screenshot = | caption = | developer = [[apache software
1	Apache Flink	apache_flink_logo.png]] | screenshot = | caption = | developer = [[apache software
2	Apache Flink	apache software
3	Apache Flink	apache.org/}} }} '''apache flink''' is an [[open source]] [[stream processing]] [[software
4	Apache Flink	apache flink''' is an [[open source]] [[stream processing]] [[software
5	Apache Flink	apache software
6	Apache Flink	apache.org}}</ref> by the apache flink community within the [[apache software
7	Apache Flink	apache flink community within the [[apache software
8	Apache Flink	apache software
9	Apache Flink	apache.org}}</ref><ref>{{cite web|url=https://blogs.apache.org/foundation/entry/the_apache_software
10	Apache Flink	apache.org/foundation/entry/the_apache_software_foundation_announces69|title=the apache software
11	Apache Flink	apache.org/foundation/entry/the_apache_software
12	Apache Flink	apache_software_foundation_announces69|title=the apache software
13	Apache Flink	apache_software
14	Apache Flink	apache software foundation announces apache™ flink™ as a top-level project : the apache software
15	Apache Flink	apache software
16	Apache Flink	apache™ flink™ as a top-level project : the apache software
17	Apache Flink	apache software
18	Apache Flink	apache software
19	Apache Flink	apache}} [[category:apache software foundation projects|flink]] [[category:free software
20	Apache Flink	apache}} [[category:apache software
21	Apache Flink	apache software foundation projects|flink]] [[category:free software
22	Apache Flink	apache software
23	Apache Flink	apache software foundation|flink]] [[category:software using the apache license]] [[category:free system software
24	Apache Flink	apache software foundation|flink]] [[category:software
25	Apache Flink	apache software
26	Apache Flink	apache license]] [[category:free system software
0	Apache Brooklyn	apache-brooklyn-logo.png|frameless|brooklyn logo]] | caption = | developer = [[apache software
1	Apache Brooklyn	apache software
2	Apache Brooklyn	apache.org}} }} '''apache brooklyn''' is an [[open-source software
3	Apache Brooklyn	apache brooklyn''' is an [[open-source software
4	Apache Brooklyn	apache}} [[category:configuration management]] [[category:apache software
5	Apache Brooklyn	apache software foundation|brooklyn]] [[category:software
6	Apache Brooklyn	apache software
7	Apache Brooklyn	apache license]] [[category:java platform]] [[category:software
0	Apache Ambari	apache software
1	Apache Ambari	apache license]] 2.0 | website = {{url|//ambari.apache.org}} }} '''apache ambari''' is a software
2	Apache Ambari	apache.org}} }} '''apache ambari''' is a software project of the [[apache software
3	Apache Ambari	apache.org}} }} '''apache ambari''' is a software
4	Apache Ambari	apache ambari''' is a software project of the [[apache software
5	Apache Ambari	apache ambari''' is a software
6	Apache Ambari	apache software foundation]].<ref>{{cite web|url=https://ambari.apache.org/|title=ambari|work=[[apache software
7	Apache Ambari	apache software
8	Apache Ambari	apache.org/|title=ambari|work=[[apache software
9	Apache Ambari	apache software
10	Apache Ambari	apache software
11	Apache Ambari	apache-ambari/ what is apache ambari] {{apache}} {{defaultsort:apache ambari}} [[category:apache software
12	Apache Ambari	apache ambari] {{apache}} {{defaultsort:apache ambari}} [[category:apache software
13	Apache Ambari	apache}} {{defaultsort:apache ambari}} [[category:apache software
14	Apache Ambari	apache ambari}} [[category:apache software
15	Apache Ambari	apache software
0	Apache OpenWebBeans	apache openwebbeans | logo = | screenshot = | caption = | developer = [[apache software
1	Apache OpenWebBeans	apache software
2	Apache OpenWebBeans	apache software
3	Apache OpenWebBeans	apache.org}} {{defaultsort:apache openwebbeans}} [[category:apache software
4	Apache OpenWebBeans	apache openwebbeans}} [[category:apache software
5	Apache OpenWebBeans	apache software foundation|openwebbeans]] [[category:java enterprise platform]] [[category:free software
6	Apache OpenWebBeans	apache software
0	Aspose API	apache poi]] *[[jxl (api)|jxl]] *[[open packaging conventions]] *[[office open xml software
0	Apache SystemML	apache systemml project.]] | author = [[shivakumar vaithyanathan]] | developer = [[apache software
1	Apache SystemML	apache software
2	Apache SystemML	apache incubator]] project on november 2, 2015. on may 17, 2017, the apache software
3	Apache SystemML	apache software
4	Apache SystemML	apache incubator project] ==see also== *[[comparison of deep learning software
5	Apache SystemML	apache}} [[category:cluster computing]] [[category:data mining and machine learning software
6	Apache SystemML	apache software foundation|systemml]] [[category:software
7	Apache SystemML	apache software
0	Apache Calcite	apache calcite logo.png|frameless|apache calcite logo]] | screenshot = | caption = | developer = [[apache software
1	Apache Calcite	apache calcite logo]] | screenshot = | caption = | developer = [[apache software
2	Apache Calcite	apache software
3	Apache Calcite	apache software
4	Apache Calcite	apache.org/}} }} '''apache calcite''' is an [[open-source software
5	Apache Calcite	apache calcite''' is an [[open-source software
6	Apache Calcite	apache software
7	Apache Calcite	apache.org/docs/powered_by.html|title=powered by calcite|publisher=apache software
8	Apache Calcite	apache software
9	Apache Calcite	apache software foundation|calcite]] [[category:software using the apache license]] [[category:free software
10	Apache Calcite	apache software foundation|calcite]] [[category:software
11	Apache Calcite	apache software
12	Apache Calcite	apache license]] [[category:free software
0	Apache Kylin	apache.org/img/logo.png] | screenshot = | caption = | developer = [[apache software
1	Apache Kylin	apache software
2	Apache Kylin	apache license]] 2.0 | website = {{url|//kylin.apache.org/}} }} '''apache kylin''' is an [[open-source software
3	Apache Kylin	apache.org/}} }} '''apache kylin''' is an [[open-source software
